track_id,main_artist_id,released_date,loudness,tempo,tempo_confidence,time_signature,time_signature_confidence,track_name,track_popularity,other_artists,track_image_url,lyrics,main_artist_name,main_artist_popularity,main_artist_genre,main_artist_image_url
4jpNmNXMzO3aVgJhy8sdxL,69GGBxA162lTqCwzJG5jLp,2023-10-20,-6.563,95.033,0.448,4.0,0.9,Think Of Us,71,GRACEY,https://i.scdn.co/image/ab67616d0000b273382c8dbf19c42c664f0c667f,"[Verse 1: GRACEY]<br>I've been thinking more about you lately<br>All the memories are driving me crazy<br>Although I know I don’t want your body<br>But I've heard from a friend of a friend<br>Life is moving on without me<br>Even calling other lovers your baby<br>I knew that you would eventually<br>But it still feels strange<br><br>[Pre-Chorus: GRACEY]<br>As I drift away<br>And you kiss her lips like that<br>Am I on your brain?<br>Is always a part of me, part of you<br>Now baby<br><br>[Chorus: GRACEY]<br>I still think, do you still think of us?<br>I still wonder, do you wanna touch?<br>If you could, would you still call me up?<br>Do you still think of us?<br>214 sitting back of the bus<br>Riding around my neighbourhood<br>If you could, would you still call me up?<br>Do you still think of us?<br>You might also like[Post-Chorus: GRACEY & Andrew Taggart, Andrew Taggart]<br>I still think, do you still think of us?<br>I still wonder, do you wanna touch?<br>If you could, would you still call me up?<br>Do you still think of us?<br>214 sitting back of the bus<br>Riding around my neighbourhood<br>If you could, would you still call me up?<br>Do you still think of us?<br><br>[Verse 2: GRACEY]<br>I know everything that we wanted, we'd outgrown<br>But still I don't, don't like knowing that you’re not on your own<br>Can someonе tell my ego 'cause shе won’t let me let it go<br>She’s obsessing and guessing answers to things she’ll never know, oh yeah<br><br>[Pre-Chorus: GRACEY]<br>As I drift away<br>And you touch her lips like that, yeah<br>Am I on your brain?<br>Is always a part of me, part of you<br>Now baby<br><br>[Chorus: GRACEY]<br>I still think, do you still think of us?<br>I still wonder, do you wanna touch?<br>If you could, would you still call me up?<br>Do you still think of us?<br>214 sitting back of the bus<br>Riding around my neighbourhood<br>If you could, would you still call me up?<br>Do you still think of us?<br>[Post-Chorus: GRACEY & Andrew Taggart, Andrew Taggart]<br>I still think, do you still think of us?<br>I still wonder, do you wanna touch?<br>If you could, would you still call me up?<br>Do you still think of us?<br>214 sitting back of the bus<br>Riding around my neighbourhood<br>If you could, would you still call me up?<br>Do you still think of us?<br><br>[Outro: GRACEY]<br>I still think, do you still think of us?<br>I still wonder, do you wanna touch?<br>If you could, would you still call me up? (Would you still call me up?)<br>Do you still think of us?<br>214 sitting back of the bus<br>Riding around my neighbourhood<br>If you could, would you still call me up? (Do you still think of us?)<br>Do you still think of us?1",The Chainsmokers,78,pop,https://i.scdn.co/image/ab6761610000e5ebdb68d678df6d89bf8a55d052
1IIKrJVP1C9N7iPtG6eOsK,7bXgB6jMjp9ATFy66eO08Z,2020-05-08,-8.932,94.148,0.421,4.0,1.0,Go Crazy,77,Young Thug,https://i.scdn.co/image/ab67616d0000b27363e0ddbb488d0eeec0e738fc,"[Intro: Chris Brown]<br>Oh, yeah<br>(Oh, is that Kaniel again?)<br>Oh-oh, ooh<br>(Ayy, bring it, bring it back, bring it back, bring it back)<br>Oh, yeah<br><br>[Verse 1: Chris Brown]<br>Late up, got me thinkin', babe<br>Tell me if you with it 'cause I'm with it, babe<br>I haven't heard from you in a minute, babe<br>Just tell me what to do when I get it, babe<br>Gucci and Prada<br><br>[Pre-Chorus: Chris Brown]<br>Trips to your crib in the middle of the night<br>I know that you miss me 'cause I put it down right<br>Damn, babe, I can put you on a flight<br>You know that a nigga like me can change your life<br><br>[Chorus: Chris Brown, Young Thug]<br>Oh, baby<br>Everything you do is amazin'<br>Ain't nobody watchin', go crazy<br>I got what you need<br>Everybody think you shy, but I know you a freak, lil' baby (Oh-oh)<br>Everything you do is amazin' (Yeah-yeah)<br>Ain't nobody watchin', go crazy (Yeah)<br>I got what you need (Yeah)<br>Everybody think you shy (Yeah), but I know you a freak, lil' baby (Yeah)<br>You might also like[Verse 2: Young Thug, Chris Brown]<br>I been overseas goin' crazy (Yeah)<br>I could tell you love it when we made up (Ayy)<br>Black and gray diamonds like a Raider (Raider)<br>Orange peel, your love is real (Yeah)<br>Lovin' skills, I need some lovin' skills (Yeah)<br>Left my dirty drawers and you love me still (Yeah)<br>Eyes come lazy, yeah, but she is real (Yeah)<br>Dressed to kill (Yeah-yeah-yeah)<br>We can bum-bum 'til you're tired (Oh)<br>I can put a stone by your eye (Oh)<br>I can see you never switchin' sides<br>You never tell me lies<br>Not rushin' tyin' ties, yeah<br><br>[Pre-Chorus: Chris Brown]<br>Trips to your crib in the middle of the night<br>I know that you miss me 'cause I put it down right<br>Damn, babe, I can put you on a flight<br>You know that a nigga like me can change your life<br><br>[Chorus: Chris Brown]<br>Oh, baby<br>Everything you do is amazin'<br>Ain't nobody watchin' (Oh), go crazy (I got what you need)<br>I got what you need<br>Everybody think you shy, but I know you a freak, lil' baby<br>[Verse 3: Chris Brown]<br>Yeah, get me lit<br>Hoes on my phone when they find out that I'm rich<br>Then they switch when they see I'm choosin' on my bitch<br>Top down, got her doin' donuts on the dick, yeah<br>Pose for the flick<br>Damn it, bust it, baby, watch you do it on a split<br>She don't need no hands or no pants, do your dance<br>Poppin' rubber bands, did the dash, make it fast (Oh)<br>(Ayy, bring it, bring it back, bring it back, bring it back)<br>Yeah, waitin' by me phone just to dick you down, down<br>Let me put it down, down<br>Now put it down, down<br>Watch me put it down, down (Bring it back, bring it back, bring it back)<br>Put it down, down<br><br>[Pre-Chorus: Chris Brown]<br>Trips to your crib in the middle of the night<br>I know that you miss me 'cause I put it down right<br>Damn, babe, I can put you on a flight<br>You know that a nigga like me can change your life<br><br>[Chorus: Chris Brown, Young Thug]<br>Oh, baby<br>Everything you do is amazin'<br>Ain't nobody watchin', go crazy<br>I got what you need<br>Everybody think you shy, but I know you a freak, lil' baby (Oh-oh)<br>Everything you do is amazin' (Yeah)<br>Ain't nobody watchin', go crazy<br>I got what you need<br>Everybody think you shy, but I know you a freak, lil' baby51",Chris Brown,84,"pop rap, r&b, rap",https://i.scdn.co/image/ab6761610000e5ebe50aa80e0f5869f84f6874d1
58oryymPZNdtS2z8Une6NJ,7bXgB6jMjp9ATFy66eO08Z,2019-06-28,-4.387,96.943,0.332,4.0,1.0,Undecided,63,,https://i.scdn.co/image/ab67616d0000b2739e588b0c2afe8178b2b76231,"[Intro]<br>Do-do-do-do-do-do-do<br>Do-do-do-do-do-do-do<br>Do-do-do-do-do-do-do-do<br><br>[Verse 1]<br>No, I don't say it often<br>And I probably should’ve told you I hurt this bad, I know<br>And I probably shouldn't want this so bad<br>It's weighin’, weighin' on me<br>Don't wanna wake up in the mornin'<br>Cannot undo what we did in this bed<br>And I can't get you out, so I gotta go<br>No, I'm not ready for, you want me all alone<br><br>[Chorus]<br>But I'm undecided, excited, ignited<br>And I don't wanna feel the way I do, but I like it<br>Look at all these sparks flyin’<br>But I’m still indecisive<br>And she want me to wife it<br>But I'm undecided<br><br>[Verse 2]<br>I know I shouldn’t be doin' this, but here we go again<br>Girl, you know that pussy is my weakness (Weakness, weakness, weakness)<br>Girl, you got me addicted when you're switchin' positions<br>You tell me, ""Shut up""<br>And you know I listen, I hate it<br>Wishin’ that I didn't<br>I can't keep sittin' here pretendin' (Ooh, oh-oh-oh)<br>You might also like[Pre-Chorus]<br>I'm takin' off your clothes<br>We gettin' sexual<br>Hit it so good, think I'll propose<br>I don't know but<br><br>[Chorus]<br>I'm undecided, excited (Oh, yeah-yeah-yeah-yeah), ignited (Oh, yeah-yeah-yeah-yeah, huh)<br>And I don't wanna feel the way I do, but I like it<br>Look at all these sparks flyin' (All these, all these)<br>But I'm still indecisive ('Cause you want me)<br>And she want me to wife it<br>But I'm undecided<br><br>[Post-Chorus]<br>Do-do-do-do-do-do-do<br>Do-do-do-do-do-do-do<br>Do-do-do-do-do-do-do-do<br>Oh, no, I'm undecided<br>Do-do-do-do-do-do-do, yeah<br>Do-do-do-do-do-do-do, I said I just don't know<br>Do-do-do-do-do-do-do-do<br>Ayy, 'cause I'm undecided<br><br>[Bridge]<br>No, no, baby<br>I'm afraid of your love, oh<br>Ooh, you got me, baby<br>'Cause I can't get enough, oh, woah<br>[Chorus]<br>Girl, I'm undecided, excited (Oh, yeah-yeah-yeah-yeah), ignited (Oh, yeah-yeah-yeah-yeah, huh)<br>And I don't wanna feel the way I do, but I like it<br>Look at all these sparks flyin'<br>But I'm still indecisive<br>And she want me to wife it<br>But I'm undecided<br><br>[Post-Chorus]<br>Do-do-do-do-do-do-do<br>Do-do-do-do-do-do-do<br>Do-do-do-do-do-do-do-do<br>No, no, oh, no, and I want it (I'm undecided)<br>Do-do-do-do-do-do-do, ayy<br>Do-do-do-do-do-do-do, no, no, no, no<br>Do-do-do-do-do-do-do-do<br>Ooh, but I'm undecided192",Chris Brown,84,"pop rap, r&b, rap",https://i.scdn.co/image/ab6761610000e5ebe50aa80e0f5869f84f6874d1
5HM5trJxTouv3eUVcbW8sh,7bXgB6jMjp9ATFy66eO08Z,2023-10-20,-7.077,100.011,0.783,4.0,1.0,Sensational,75,"Davido, Lojay",https://i.scdn.co/image/ab67616d0000b27316e242d8d25ab66ba4484e48,"[Intro: Lojay, Chris Brown]<br>Girl, you so beautiful when you move<br>Holy ghost, holy, oh<br>Holy ghost, holy, oh<br>One time, I dey with girlie (Uh-huh)<br>When you move, when you move (Yes)<br>Me na wanna help her, me na wanna help her (Ah)<br>Majo, majo (Let's go)<br>Majo, majo (Haha)<br>Majo, majo<br>How you feelin'?<br><br>[Chorus: Chris Brown]<br>Sensational, yeah<br>Wetin I do for you, girl?<br>And I know, and I know, and I know, girl<br>I act a fool for you<br>Love's like a riddle, yeah<br>Give me the clues, solve the riddle<br>Oh, ah, oh<br>Laugh just a little, yeah<br>Life's pretty sweet, can't be bitter<br><br>[Verse 1: Chris Brown]<br>She tell me love her 'til the mornin', na-na-na<br>Love her 'til the nighttime, na-na-na<br>I don't get no body, yeah, I don't get no body, yeah<br>If you give me body, I'ma tell nobody else<br>Valley girl, she West Coastin' (Westside)<br>Now she want me pull skirts, so me pull skirt<br>Valley girl, she West Coastin'<br>You see it's obvious, it's obvious<br>You might also like[Chorus: Chris Brown]<br>Sensational, yeah<br>Wetin I do for you, girl?<br>And I know, and I know, and I know, girl<br>I act a fool for you<br>Love's like a riddle, yeah<br>Give me the clues, solve the riddle<br>Oh, ah, oh<br>Laugh just a little, yeah<br>Life's pretty sweet, can't be bitter<br><br>[Verse 2: Chris Brown]<br>This one, she's final, yeah<br>If she want this, then she got this<br>She no be controllin', yeah<br>When she dance it, she whine it<br>She make me wan' give her body backshots (Body)<br>Give her body backshots (Body)<br>Give her body backshots (Body)<br>Woah-woah-woah-woah, oh<br><br>[Verse 3: Davido]<br>Bad shele wey I jump on NYC (Yeah)<br>Big kele, she carry the best I've seen (Yeah)<br>Steady be ready, be assassin (Woah)<br>Sweeting my belly, you're like cake icing (Woah)<br>One thing jelly, eggplant emoji<br>Soul Train when I slide it in<br>Now she watchin' me like televi<br>[Chorus: Chris Brown, Davido, Chris Brown & Davido]<br>Sensational (Sensational), yeah<br>Wetin I do for you, girl? (Wetin I do?)<br>And I know, and I know, and I know, girl<br>I act a fool for you<br>Love's like a riddle, yeah<br>Give me the clues, solve the riddle<br>Oh, ah, oh<br>Laugh just a little, yeah<br>Life's pretty sweet, can't be bitter (Yeah, yeah)<br><br>[Verse 4: Lojay]<br>Gyal, I only need your house address<br>Miss you when I pull up with my tape cassette<br>The booty wider than the internet<br>I'm a presidential, it be Roosevelt, oh no<br>Goody-goody<br>Gyal, your goody-goody bam-bam (Bam-bam)<br>I need you now-now<br>Put me on fire like a lantern<br>Girl, you taste so divine, yeah<br>And I wonder why you so, so, so, so<br><br>[Chorus: Chris Brown, Lojay]<br>Sensational (Oh, yeah, so sensational), yeah<br>Wetin I do for you, girl? (Can I do for you, girl?)<br>And I know, and I know, and I know, girl (Ooh)<br>I act a fool for you<br>Love's like a riddle, yeah (Ooh)<br>Give me the clues, solve the riddle (Give me)<br>Oh, ah, oh<br>Laugh just a little, yeah (Laugh just a little)<br>Life's pretty sweet, can't be bitter (Oh, ah-ah)<br>Sensational, yeah (Sensational)<br>Wetin I do for you, girl? (Hey, sensational)<br>And I know, and I know, and I know, girl (Oh-woah)<br>I act a fool for you<br>Love's like a riddle, yeah<br>Give me the clues, solve the riddle (Sensational)<br>Oh, ah, oh<br>Laugh just a little, yeah<br>Life's pretty sweet, can't be bitter (Sensational)3",Chris Brown,84,"pop rap, r&b, rap",https://i.scdn.co/image/ab6761610000e5ebe50aa80e0f5869f84f6874d1
64pUytZWfCpeeMBN0XAadF,7bXgB6jMjp9ATFy66eO08Z,2022-06-24,-7.414,96.501,0.381,4.0,1.0,Psychic,60,Jack Harlow,https://i.scdn.co/image/ab67616d0000b273f2b4d5c90a16ef940efde2c2,"[Intro: Chris Brown]<br>Babe<br>Girl, you psychic, psychic<br>Don't be lookin' at me sideways, sideways<br>Girl, you psychic, psychic<br>Oh-oh<br>Sexy, sexy<br>It's your life, your way<br>I know you psychic, psychic<br>Stop lookin' at me sideways<br>'Cause I wanna<br><br>[Chorus: Chris Brown]<br>I wanna know how she know (Me)<br>And how she readin' my mind (She)<br>She catch me every time<br>She might be psychic (Yeah)<br>But I like it<br>She know about them other girls (The freaks)<br>But she's still on my mind (For weeks)<br>Her third eye's always on me<br>Might be psychic (Yeah)<br>But I like it, yeah<br><br>[Verse 1: Chris Brown]<br>Loosen up (Swear)<br>Baby, you're a dimе, can you choose me up? (Yeah)<br>You know I'm not with all of thе goofy stuff (Stupid)<br>No rush, don't confuse yourself<br>I told you plenty times, I been through some stuff<br>A lot on my mind, yeah, time's get rough<br>You give me a sign, now let me up, up high<br>I got the keys in the trunk (Yeah, yeah)<br>If it come down to it, would you lie for me? (Yeah, yeah)<br>Put your life on the line, cry for me? (For me)<br>All I'm askin' from you is a little loyalty<br>All I'm askin' from you is a little loyalty, yeah-yeah<br>You might also like[Chorus: Chris Brown]<br>I wanna know how she know (Me)<br>And how she readin' my mind (She)<br>She catch me every time<br>She might be psychic (Yeah)<br>But I like it<br>She know about them other girls (The freaks, oh)<br>But she's still on my mind (For weeks, yeah)<br>Her third eye's always on me<br>Might be psychic (Yeah)<br>But I like it, yeah<br><br>[Verse 2: Jack Harlow]<br>I know it's late, but there's so much I could offer you<br>I know you can't get these party promoters off of you<br>But tell me, would you slide for me if I called for you?<br>Hop in the shower, let me wash that club off of you<br>And I got some Colgate for that Casamigos<br>I know that tequila aggravate your alter ego<br>And that little body that you got is like a cheat code<br>You a sweetheart, but I know that you a freak though (Freak though)<br>I know you at the club sippin' Clicquot<br>Rappin' to that Durkio, but you know I know that you a geek though<br>I know that you watch anime, I know you'd rather be home<br>I know you had a emo phase and you had a ringtone<br>That went like, ""You've been waiting so long""<br>Yes, I have and I'm growin' impatient<br>Growin' up, I used to go in the basement<br>Now I'm grown and we on the top floor, it's amazin'<br>The penthouse, NASA, I'll show you what space is<br>First, second, third, I could show you the bases<br>I don't have to say shit 'cause I feel like you know what I'm thinkin'<br>[Chorus: Chris Brown]<br>I wanna know how she know (Me)<br>And how she readin' my mind (She)<br>She catch me every time<br>She might be psychic (Might be, yeah)<br>But I like it<br>She know about them other girls (The freaks, she knows about them girls)<br>But she's still on my mind (For weeks, always on my mind)<br>Her third eye's always on me (Ooh)<br>Might be psychic (Yeah)<br>But I like it, yeah (Oh-woah)<br><br>[Verse 3: Chris Brown]<br>Shawty psychic, she sideways<br>Shawty lookin' so good, she my taste<br>Make me feel so good in every way<br>You keep readin' my mind, baby, so I hope you understand<br>Girl, you're psychic, psychic (Woo)<br>Girl, you're lookin' so good, you're my taste (Woo)<br>She make me feel so good in every way<br>Stop lookin' at me sideways, girl, 'cause I know you understand me<br><br>[Chorus: Chris Brown]<br>I wanna know how she know (Me)<br>And how she readin' my mind (She)<br>She catch me every time<br>She might be psychic (Yeah)<br>But I like it<br>She know about them other girls (The freaks)<br>But she's still on my mind (For weeks)<br>Her third eye's always on me (Might be)<br>Might be psychic (Yeah)<br>But I like it, yeah<br>[Outro]<br>You've been waiting so long<br>Been waiting so—<br>You've been waiting so long<br>Been waiting so—<br>You've been waiting so long, I'm here to answer your call",Chris Brown,84,"pop rap, r&b, rap",https://i.scdn.co/image/ab6761610000e5ebe50aa80e0f5869f84f6874d1
6XHVuErjQ4XNm6nDPVCxVX,7bXgB6jMjp9ATFy66eO08Z,2019-06-28,-6.756,92.928,0.336,4.0,0.892,No Guidance,80,Drake,https://i.scdn.co/image/ab67616d0000b2739e588b0c2afe8178b2b76231,"[Intro: Che Ecru, Che Ecru & Drake]<br>Before I die, I'm tryna fuck you, baby<br>Hopefully, we don't have no babies<br>I don't even wanna go back home<br>Hopefully, I don't leave you on your own<br><br>[Verse 1: Drake]<br>Ayy<br>Trips that you plan for the next whole week<br>Bands too long for a nigga so cheap<br>And your flex OD, and your sex OD<br>You got it, girl, you got it (Ayy)<br>You got it, girl, you got (Yeah)<br>Pretty lil' thing, you got a bag and now you wildin'<br>You just took it off the lot, no mileage<br>Way they hittin' you, the DM lookin' violent<br>Talkin' wild, you come around and now they silent<br>Flew the coop at seventeen, no guidance<br>You be stayin' low, but you know what the vibes is<br>Ain't never got you nowhere bein' modest<br>Poppin' shit but only 'cause you know you poppin', yeah<br><br>[Chorus: Drake]<br>You got it, girl, you got it (Ayy)<br>You got it, girl, you got it<br>You might also like[Verse 2: Chris Brown]<br>Lil' baby in her bag, in her Birkin (Ayy)<br>No nine-to-five, put the work in<br>Flaws and all, I love 'em all, to me, you're perfect<br>Baby girl, you got it, girl, you got it, girl (Oh-oh)<br>You got it, girl, you got it, girl (Ooh)<br><br>[Pre-Chorus: Chris Brown]<br>I don't wanna play no games, play no games<br>Fuck around, give you my last name (Oh)<br>Know you tired of the same damn thing<br>That's okay 'cause, baby, you<br><br>[Chorus: Drake, Chris Brown, Drake & Chris Brown]<br>You got it, girl, you got it (Oh, ooh, ayy)<br>You got it, girl, you got it (Got it)<br><br>[Verse 3: Chris Brown]<br>You the only one I'm tryna make love to, pickin' and choosin'<br>They ain't really love you, runnin' game, usin'<br>All your stupid exes, they gon' call again<br>Tell 'em that a real nigga steppin' in<br>Don't let them niggas try you, test your patience<br>Tell 'em that it's over, ain't no debatin' (Uh)<br>All you need is me playin' on your playlist<br>You ain't gotta be frustrated<br>[Pre-Chorus: Chris Brown]<br>I don't wanna play no games, play no games (Oh)<br>Fuck around, give you my last name (My last name, oh)<br>Know you tired of the same damn thing (Same damn thing)<br>That's okay 'cause, baby, you<br><br>[Chorus: Drake, Chris Brown, Drake & Chris Brown]<br>You got it, girl, you got it (Oh, ooh, ayy)<br>You got it, girl, you got it (Got it)<br>I don't wanna<br><br>[Post-Chorus: Che Ecru, Chris Brown]<br>Before I die, I'm tryna fuck you, baby (Yeah)<br>Hopefully, we don't have no babies (Ooh)<br>I don't even wanna go back home<br>Hopefully, I don't leave you on your own<br>You got it, girl, you got it<br>Oh<br><br>[Verse 4: Drake, Chris Brown]<br>Play no games (No)<br>Freaky (Freaky)<br>I can learn a lot from you, gotta come teach me (Woo-woo)<br>You a lil' hot girl, you a lil' sweetie (No, sweet)<br>Sweet like Pearland, sweet like Peachtree (Like that)<br>I can tell you crazy, but shit kind of intrigue me (No, yeah, I like that)<br>(I don't wanna, I don't wanna)<br>Seen it on the 'Gram, I'm tryna see that shit in 3D, mami<br>I know I get around 'cause I like to move freely<br>(I don't, I don't)<br>But you could lock it down, I could tell by how you treat me<br>(I don't, I don't)<br>I seen how you did homeboy, so please take it easy (No)<br>Good to have me on your side, I ain't sayin' that you need me (Yeah-yeah)<br>Six God talk but I ain't tryna get preachy (No, no-no)<br>I seen how you did homeboy, please take it easier on me<br>'Cause I don't wanna (No) play no games, play no games<br>(I don't wanna, I don't wanna)<br>I don't wanna play no games, play no games<br>(I don't, I don't)<br>[Outro: Chris Brown]<br>I don't, I don't<br>No165",Chris Brown,84,"pop rap, r&b, rap",https://i.scdn.co/image/ab6761610000e5ebe50aa80e0f5869f84f6874d1
7g6FlLHxbVqMi1s7S8tDTp,7bXgB6jMjp9ATFy66eO08Z,2023-06-23,-6.643,89.957,0.354,4.0,1.0,Summer Too Hot,72,,https://i.scdn.co/image/ab67616d0000b273b13ed35ee54aaffef9b152b7,"[Intro]<br>Summer too hot<br><br>[Verse 1]<br>I blew it all on her, I get it right back<br>She put it all on me, I couldn't fight that<br>She love when I pull on it when it's tied back<br>You know it's hard to get up out it, I get sidetracked<br>Shake something, left, right, control it<br>You know who to call if you're horny (Yeah)<br>Ride on it, greenlight me (Greenlight, greenlight)<br><br>[Pre-Chorus]<br>Why'd you tell your friends that you really don't dance? (Don't dance)<br>But I know that you can<br>Fuckin' up your plans, we about to get nasty<br>Better hold up them glasses<br><br>[Chorus]<br>Summer too hot not to fuck it up<br>Is the mood right? Is it wet enough?<br>I gotta new ride, guess I levelеd up<br>Let me wet it up just a fеw times<br>Summer too hot, had to double up<br>Shawty too fire with the bubble butt<br>We should move, slide on the regular<br>Summer too hot, it's irregular<br>You might also like[Verse 2]<br>Shawty she discreet<br>She don't want her business in the street<br>Be my little secret<br>Baby, be my little freak<br>Oh, we can on a weekend<br>Do somethin' different, got my attention<br>Eight figures, fuckin' with a rich nigga<br>Big picture, more than just a night with ya<br>Don't switch up, girl, when the lights hit ya<br>Them diamonds gon' dance (Oh, yeah)<br><br>[Pre-Chorus]<br>Why'd you tell your friends that you really don't dance? (Really don't dance)<br>But I know that you can (I know you can)<br>Fuckin' up your plans, we about to get nasty<br>Better hold up them glasses (Oh, girl, baby)<br><br>[Chorus]<br>Summer too hot not to fuck it up (Huh)<br>Is the mood right? (Ayy) Is it wet enough? (Woo)<br>I got a new ride, guess I leveled up (Baby)<br>Let me wet it up just a few times (Ooh)<br>Summer too hot, had to double up (Too)<br>Shawty too fire with the bubble butt (Girl, we should move)<br>We should move, slide on the regular (Yeah)<br>Summer too hot (Oh-oh-oh), it's irregular<br>[Bridge]<br>Ooh<br>I wanna get this rocket off the ground, babe<br>Ooh<br>Oh, you so beautiful, it's hard to behave<br>Ooh<br>I can't start this fire without your flame<br>Ooh<br>And I know you feel the same<br>Come on, take that shit off<br><br>[Chorus]<br>Summer too hot not to fuck it up (Oh)<br>Is the mood right? Is it wet enough? (Ooh)<br>I got a new ride, guess I leveled up (Oh-oh, ooh)<br>Let me wet it up (Ooh) just a few times (Oh-oh, ooh)<br>Summer too hot, had to double up (Ay-ay)<br>Shawty too fire with the bubble butt (Girl, we should)<br>We should move, slide on the regular<br>Summer too hot, it's irregular (Summer, summer way too hot)<br><br>[Outro]<br>Baby, baby, baby, yeah<br>Baby, baby, baby, baby<br>Summer too hot, oh-oh<br>Baby, baby, baby, yeah<br>Baby, baby, baby, baby<br>Summer too hot",Chris Brown,84,"pop rap, r&b, rap",https://i.scdn.co/image/ab6761610000e5ebe50aa80e0f5869f84f6874d1
1jF7IL57ayN4Ity3jQqGu0,1KCSPY1glIKqW2TotWuXOR,2012-09-18,-7.079,103.998,0.143,4.0,0.99,Try,81,,https://i.scdn.co/image/ab67616d0000b2739d0f0d226987b449808e7b6f,"[Verse 1]<br>Ever wonder about what he's doing<br>How it all turned to lies?<br>Sometimes I think﻿ that it's better<br>To never ask why<br><br>[Chorus]<br>Where there is desire, there is gonna be a flame<br>Where there is a flame, someone's bound to get burned<br>But just because it burns doesn't mean you're gonna die<br>You've gotta get up and try, try, try<br>Gotta get up and try, try, try<br>You gotta get up and try, try, try<br><br>[Bridge]<br>Eh, eh, eh<br><br>[Verse 2]<br>Funny how the heart can be deceiving<br>More than just a couple times<br>Why do we fall in love so easy?<br>Even when it's not right<br><br>[Chorus]<br>Where there is desire, there is gonna be a flame<br>Where there is a flame, someone's bound to get burned<br>But just because it burns doesn't mean you're gonna die<br>You've gotta get up and try, try, try<br>Gotta get up and try, try, try<br>You gotta get up and try, try, try<br>You might also like[Verse 3]<br>Ever worried that it might be ruined<br>And does it make you wanna cry?<br>When you're out there doing what you're doing<br>Are you just getting by?<br>Tell me, are you just getting by, by, by?<br><br>[Chorus]<br>Where there is desire, there is gonna be a flame<br>Where there is a flame, someone's bound to get burned<br>But just because it burns doesn't mean you're gonna die<br>You've gotta get up and try, try, try<br>Gotta get up and try, try, try<br>You gotta get up and try, try, try<br>Gotta get up and try, try, try<br>Gotta get up and try, try, try<br>You gotta get up and try, try, try<br>Gotta get up and try, try, try<br><br>[Outro]<br>You gotta get up and try, try, try<br>Gotta get up and try, try, try32",P!nk,79,"dance pop, pop",https://i.scdn.co/image/ab6761610000e5eb7bbad89a61061304ec842588
1kVcbVIrNBDdLjRMQwkDIn,5w6l1iNNbqhQVzlmkYADBr,2016-11-18,-8.384,98.042,0.288,4.0,0.866,L'explorateur,49,Opetaia Foa'i,https://i.scdn.co/image/ab67616d0000b273460fc9b0c79ed8ce87b5bcd6,Aucunes paroles trouvées pour cette chanson.,Jean-Michel Vaubien,34,,
1mXVgsBdtIVeCLJnSnmtdV,2wY79sveU1sp5g7SokKOiI,2017-11-03,-8.237,91.931,0.119,4.0,0.938,Too Good At Goodbyes,87,,https://i.scdn.co/image/ab67616d0000b273005cd7d0ae87b081601f6cca,"[Verse 1]<br>You must think that I'm stupid<br>You must think that I'm a fool<br>You must think that I'm new to this<br>But I have seen this all before<br><br>[Pre-Chorus]<br>I'm never gonna let you close to me<br>Even though you mean the most to me<br>'Cause every time I open up, it hurts<br>So I'm never gonna get too close to you<br>Even when I mean the most to you<br>In case you go and leave me in the dirt<br><br>[Chorus]<br>But every time you hurt me, the less that I cry<br>And every time you leave me, the quicker these tears dry<br>And every time you walk out, the less I love you<br>Baby, we don't stand a chance, it's sad but it's true<br>I'm way too good at goodbyes<br>(I'm way too good at goodbyes)<br>I'm way too good at goodbyes<br>(I'm way too good at goodbyes)<br><br>[Verse 2]<br>I know you're thinkin' I'm heartless<br>I know you're thinkin' I'm cold<br>I'm just protectin' my innocence<br>I'm just protectin' my soul<br>You might also like[Pre-Chorus]<br>I'm never gonna let you close to me<br>Even though you mean the most to me<br>'Cause every time I open up, it hurts<br>So I'm never gonna get too close to you<br>Even when I mean the most to you<br>In case you go and leave me in the dirt<br><br>[Chorus]<br>But every time you hurt me, the less that I cry<br>And every time you leave me, the quicker these tears dry<br>And every time you walk out, the less l love you<br>Baby, we don't stand a chance, it's sad but it's true<br>I'm way too good at goodbyes<br>(I'm way too good at goodbyes)<br>I'm way too good at goodbyes<br>(I'm way too good at goodbyes)<br>No way that you'll see me cry<br>(No way that you'll see me cry)<br>I'm way too good at goodbyes<br>(I'm way too good at goodbyes)<br><br>[Bridge]<br>No<br>No, no, no, no, no<br>(I'm way too good at goodbyes)<br>No, no, no, no<br>No, no, no<br>(I'm way too good at goodbyes)<br>(No way that you'll see me cry)<br>Ahhh<br>(I'm way too good at goodbyes)<br>[Outro]<br>'Cause every time you hurt me, the less that I cry<br>And every time you leave me, the quicker these tears dry<br>And every time you walk out, the less I love you<br>Baby, we don't stand a chance, it's sad but it's true<br>I'm way too good at goodbyes331",Sam Smith,82,"pop, uk pop",https://i.scdn.co/image/ab6761610000e5eba8eef8322e55fc49ab436eea
